0.05,0
0.15,0
0.25,0
0.35,0
0.45,0
0.55,0.7461051480968409
0.65,0.5346107754079724
0.75,0.4017489258982987
0.8500000000000001,0.3128828040406108
0.9500000000000001,1.252685765254844
1.05,1.846103070366502
1.15,0.8551079153250939
1.25,0.57906668210501
1.35,1.489482306621114
1.45,0.9683995503824271
1.55,0.6591802764739069
1.65,1.080345642837897
1.75,0.9604378565816768
1.85,0.9916587411413703
1.95,0.7140638227184495
2.05,0.9153248724074639
2.15,1.370638729164202
2.25,1.117438585859323
2.35,1.024374901581358
2.45,0.6408798801253802
2.55,0.8700098472169712
2.65,1.160057173785121
2.75,0.9276168456505882
2.85,1.114412285216453
2.95,0.7541062756903713
3.05,1.216330499405453
3.15,1.003495133684833
3.25,0.9426964383022239
3.35,1.068745212138718
3.45,0.9316389961814072
3.55,0.9696801633821399
3.65,1.087144453969477
3.75,1.029939886825313
3.85,0.7939216462321214
3.95,1.044324061168664
4.05,1.00718888413073
4.15,1.090639091073248
4.25,0.9396876980551679
4.350000000000001,1.160096907213464
4.45,0.8456946755233374
4.55,1.005698325529991
4.65,0
4.75,0
4.850000000000001,0
4.95,0
5.050000000000001,0
5.15,0
5.25,0
5.350000000000001,0
5.45,0
5.550000000000001,0
5.65,0
5.75,0
5.850000000000001,0
5.95,0
6.050000000000001,0
6.15,0
6.25,0
6.350000000000001,0
6.45,0
6.550000000000001,0
6.65,0
6.75,0
6.850000000000001,0
6.95,0
7.050000000000001,0
7.15,0
7.25,0
7.350000000000001,0
7.45,0
7.550000000000001,0
7.65,0
7.75,0
7.850000000000001,0
7.95,0
8.050000000000001,0
8.15,0
8.25,0
8.35,0
8.450000000000001,0
8.550000000000001,0
8.65,0
8.75,0
8.85,0
8.950000000000001,0
9.050000000000001,0
9.15,0
9.25,0
9.35,0
9.450000000000001,0
9.550000000000001,0
9.65,0
9.75,0
9.850000000000001,0
9.950000000000001,0
10.05,0
10.15,0
10.25,0
10.35,0
10.45,0
10.55,0
10.65,0
10.75,0
10.85,0
10.95,0
11.05,0
11.15,0
11.25,0
11.35,0
11.45,0
11.55,0
11.65,0
11.75,0
11.85,0
11.95,0
12.05,0
12.15,0
12.25,0
12.35,0
12.45,0
12.55,0
12.65,0
12.75,0
12.85,0
12.95,0
13.05,0
13.15,0
13.25,0
13.35,0
13.45,0
13.55,0
13.65,0
13.75,0
13.85,0
13.95,0
14.05,0
14.15,0
14.25,0
14.35,0
14.45,0
14.55,0
14.65,0
14.75,0
14.85,0
14.95,0
15.05,0
15.15,0
15.25,0
15.35,0
15.45,0
15.55,0
15.65,0
15.75,0
15.85,0
15.95,0
16.05,0
16.15,0
16.25,0
16.35,0
16.45,0
16.55,0
16.65,0
16.75,0
16.85,0
16.95,0
17.05,0
17.15,0
17.25,0
17.35,0
17.45,0
17.55,0
17.65,0
17.75,0
17.85,0
17.95,0
18.05,0
18.15,0
18.25,0
18.35,0
18.45,0
18.55,0
18.65,0
18.75,0
18.85,0
18.95,0
19.05,0
19.15,0
19.25,0
19.35,0
19.45,0
19.55,0
19.65,0
19.75,0
19.85,0
19.95,0
